"latitude","longitude","time_range","flag","gear","id","apparent_fishing_hours"
38.16,9.62,2024-06-30,"ITA","trawlers",1,0.27
38.17,9.6,2024-06-29,"ITA","trawlers",1,1.03
38.16,9.72,2024-06-30,"ITA","trawlers",1,0.95
38.17,9.7,2024-06-30,"ITA","trawlers",1,1.05
38.17,9.69,2024-06-30,"ITA","trawlers",1,1.09
38.17,9.68,2024-06-29,"ITA","trawlers",1,2.84
38.16,9.78,2024-06-30,"ITA","trawlers",1,0.52
38.14,9.83,2024-06-30,"ITA","trawlers",1,1.01
38.14,9.82,2024-06-30,"ITA","trawlers",1,2.27
38.16,9.77,2024-06-29,"ITA","trawlers",1,1.15
38.14,9.84,2024-06-29,"ITA","trawlers",1,10.87
38.13,9.84,2024-06-30,"ITA","trawlers",1,0.95
38.19,10.01,2024-06-28,"ITA","trawlers",1,1
38.14,9.95,2024-06-28,"ITA","trawlers",1,0.98
38.16,10,2024-06-30,"ITA","trawlers",1,0.51
38.14,9.98,2024-06-30,"ITA","trawlers",1,0.9
38.11,9.92,2024-06-29,"ITA","trawlers",1,1.43
38.13,9.85,2024-06-29,"ITA","trawlers",2,1.36
38.11,9.93,2024-06-30,"ITA","trawlers",1,0.84
38.27,10.08,2024-06-28,"ITA","trawlers",1,1.02
38.22,10.04,2024-06-28,"ITA","trawlers",1,1.01
38.25,10.66,2024-06-27,"ITA","trawlers",1,1.52
38.25,10.72,2024-06-27,"ITA","trawlers",1,0.99
38.25,10.76,2024-06-27,"ITA","trawlers",1,0.8
38.24,10.74,2024-06-27,"ITA","trawlers",1,1.88
38.16,9.61,2024-06-29,"ITA","trawlers",1,1
38.18,9.63,2024-06-29,"ITA","trawlers",1,2.01
38.16,9.7,2024-06-29,"ITA","trawlers",1,0.99
38.14,9.81,2024-06-29,"ITA","trawlers",1,0.99
38.17,9.77,2024-06-29,"ITA","trawlers",1,1.01
38.2,9.79,2024-06-29,"ITA","trawlers",1,2.17
38.13,9.82,2024-06-29,"ITA","trawlers",1,0.14
38.15,9.97,2024-06-28,"ITA","trawlers",1,1
38.13,9.94,2024-06-29,"ITA","trawlers",1,1.75
38.22,10.42,2024-06-27,"ITA","trawlers",1,1.03
38.24,10.47,2024-06-27,"ITA","trawlers",1,0.99
38.26,10.56,2024-06-27,"ITA","trawlers",1,5.74
35.58,12.99,2024-06-16,"MLT","trawlers",1,0.99
35.61,13.03,2024-06-16,"MLT","trawlers",1,0.99
35.63,13.05,2024-06-17,"MLT","trawlers",1,1.02
35.68,13.13,2024-06-16,"MLT","trawlers",1,1
35.62,13.13,2024-06-17,"MLT","trawlers",1,0.98
35.6,13.17,2024-06-17,"MLT","trawlers",1,1.98
35.59,13.17,2024-06-17,"MLT","trawlers",1,2
36.36,11.51,2024-06-17,"TUN","fishing",1,1.03
36.37,11.59,2024-06-17,"TUN","fishing",1,2
36.35,11.51,2024-06-17,"TUN","fishing",1,0.96
36.33,11.52,2024-06-17,"TUN","fishing",1,1.02
36.38,11.6,2024-06-17,"TUN","fishing",1,2.01
36.36,11.54,2024-06-17,"TUN","fishing",1,1
36.11,11.41,2024-06-16,"TUN","fishing",1,1
36.06,11.38,2024-06-16,"TUN","fishing",1,1
36.05,11.37,2024-06-16,"TUN","fishing",1,0.98
36.31,11.5,2024-06-17,"TUN","fishing",1,1.02
36.28,11.49,2024-06-16,"TUN","fishing",1,0.99
36.21,11.45,2024-06-16,"TUN","fishing",1,0.98
36.31,11.54,2024-06-17,"TUN","fishing",1,1.02
36.16,11.43,2024-06-16,"TUN","fishing",1,1.02
36.15,11.43,2024-06-16,"TUN","fishing",1,0.98
36.55,11.76,2024-06-19,"TUN","fishing",1,4.01
36.53,11.77,2024-06-20,"TUN","fishing",1,1.01
36.54,11.76,2024-06-19,"TUN","fishing",1,1
36.54,11.76,2024-06-20,"TUN","fishing",1,1
36.52,11.76,2024-06-20,"TUN","fishing",1,1.01
36.46,11.74,2024-06-19,"TUN","fishing",1,3
36.49,11.76,2024-06-20,"TUN","fishing",1,0.97
36.47,11.77,2024-06-20,"TUN","fishing",1,1.01
36.47,11.76,2024-06-19,"TUN","fishing",1,0.98
36.46,11.71,2024-06-18,"TUN","fishing",1,1.04
36.4,11.68,2024-06-17,"TUN","fishing",1,1
36.4,11.66,2024-06-17,"TUN","fishing",1,0.99
36.39,11.64,2024-06-17,"TUN","fishing",1,1.01
36.38,11.61,2024-06-17,"TUN","fishing",1,1
36.38,11.63,2024-06-17,"TUN","fishing",1,0.99
36.45,11.72,2024-06-18,"TUN","fishing",1,0.97
36.43,11.72,2024-06-18,"TUN","fishing",1,1.01
36.42,11.72,2024-06-18,"TUN","fishing",1,0.98
36.45,11.78,2024-06-20,"TUN","fishing",1,0.99
36.43,11.74,2024-06-18,"TUN","fishing",1,0.99
36.43,11.76,2024-06-18,"TUN","fishing",1,2.02
36.42,11.71,2024-06-18,"TUN","fishing",1,1.02
36.43,11.77,2024-06-18,"TUN","fishing",1,2.97
36.41,11.69,2024-06-18,"TUN","fishing",1,0.98
36.53,11.78,2024-06-20,"TUN","fishing",1,0.99
36.54,11.78,2024-06-19,"TUN","fishing",1,1
36.44,11.82,2024-06-18,"TUN","fishing",1,3.01
36.43,11.78,2024-06-18,"TUN","fishing",1,1.02
36.43,11.79,2024-06-18,"TUN","fishing",1,2
36.44,11.8,2024-06-18,"TUN","fishing",1,1.99
36.32,11.82,2024-06-21,"TUN","fishing",1,0.99
36.36,11.8,2024-06-20,"TUN","fishing",1,1
36.38,11.8,2024-06-20,"TUN","fishing",1,1.02
36.26,11.78,2024-06-26,"TUN","fishing",1,2.94
36.25,11.78,2024-06-26,"TUN","fishing",1,0.1
36.26,11.78,2024-06-25,"TUN","fishing",1,1.61
36.25,11.74,2024-06-26,"TUN","fishing",1,1.94
36.25,11.76,2024-06-26,"TUN","fishing",1,1.04
36.25,11.73,2024-06-26,"TUN","fishing",1,1.03
36.24,11.77,2024-06-26,"TUN","fishing",1,1.09
36.3,11.81,2024-06-21,"TUN","fishing",1,1.01
36.29,11.82,2024-06-25,"TUN","fishing",1,0.87
36.29,11.86,2024-06-24,"TUN","fishing",1,1.02
36.26,11.81,2024-06-25,"TUN","fishing",1,1.86
36.25,11.79,2024-06-25,"TUN","fishing",1,1.05
36.28,11.86,2024-06-24,"TUN","fishing",1,3.87
36.28,11.83,2024-06-25,"TUN","fishing",1,2.27
36.31,11.85,2024-06-21,"TUN","fishing",1,1.02
36.26,11.79,2024-06-26,"TUN","fishing",1,1.61
36.25,11.78,2024-06-25,"TUN","fishing",1,1.34
36.3,11.82,2024-06-20,"TUN","fishing",1,2
36.31,11.81,2024-06-21,"TUN","fishing",1,2.01
36.26,11.86,2024-06-24,"TUN","fishing",1,0.99
36.29,11.85,2024-06-25,"TUN","fishing",1,0.96
36.22,11.85,2024-06-24,"TUN","fishing",1,2.01
36.23,11.82,2024-06-27,"TUN","fishing",1,0.98
36.24,11.86,2024-06-24,"TUN","fishing",1,1.01
36.17,11.85,2024-06-24,"TUN","fishing",1,1.01
36.18,11.83,2024-06-21,"TUN","fishing",1,1
36.2,11.86,2024-06-21,"TUN","fishing",1,0.99
36.18,11.84,2024-06-21,"TUN","fishing",1,1.01
36.28,11.87,2024-06-24,"TUN","fishing",1,5.98
36.29,11.87,2024-06-21,"TUN","fishing",1,1.01
36.26,11.88,2024-06-21,"TUN","fishing",1,1.01
36.27,11.87,2024-06-21,"TUN","fishing",1,1
36.21,11.91,2024-06-27,"TUN","fishing",1,1.03
36.22,11.87,2024-06-21,"TUN","fishing",1,0.98
36.24,11.88,2024-06-21,"TUN","fishing",1,1
36.21,11.87,2024-06-21,"TUN","fishing",1,1.01
36.16,11.84,2024-06-22,"TUN","fishing",1,0.99
36.14,11.87,2024-06-24,"TUN","fishing",1,1.01
36.11,11.88,2024-06-24,"TUN","fishing",1,1.06
36.11,11.88,2024-06-22,"TUN","fishing",1,0.94
36.14,11.87,2024-06-22,"TUN","fishing",1,0.99
36.04,11.89,2024-06-23,"TUN","fishing",1,0.78
36.06,11.88,2024-06-22,"TUN","fishing",1,1.14
36.06,11.88,2024-06-23,"TUN","fishing",1,0.52
36.04,11.88,2024-06-22,"TUN","fishing",1,0.65
36.06,11.89,2024-06-23,"TUN","fishing",1,1.24
36.09,11.89,2024-06-23,"TUN","fishing",1,1.43
36.08,11.89,2024-06-22,"TUN","fishing",1,0.52
35.77,11.69,2024-06-28,"TUN","fishing",1,1.98
35.78,11.68,2024-06-28,"TUN","fishing",1,2.03
35.78,11.69,2024-06-28,"TUN","fishing",1,1
35.79,11.7,2024-06-28,"TUN","fishing",1,2.97
35.77,11.71,2024-06-29,"TUN","fishing",1,2.01
35.77,11.73,2024-06-29,"TUN","fishing",1,0.98
35.78,11.69,2024-06-29,"TUN","fishing",1,1.03
35.77,11.74,2024-06-29,"TUN","fishing",1,1.01
35.77,11.69,2024-06-29,"TUN","fishing",1,1.99
35.77,11.76,2024-06-29,"TUN","fishing",1,1
36,11.85,2024-06-22,"TUN","fishing",1,2.07
35.98,11.85,2024-06-22,"TUN","fishing",1,0.96
36.02,11.89,2024-06-23,"TUN","fishing",1,1.01
35.99,11.9,2024-06-23,"TUN","fishing",1,1.02
36.01,11.89,2024-06-23,"TUN","fishing",1,0.98
36.02,11.87,2024-06-22,"TUN","fishing",1,1.17
35.89,11.91,2024-06-23,"TUN","fishing",1,2.56
35.95,11.88,2024-06-23,"TUN","fishing",1,0.25
35.92,11.9,2024-06-23,"TUN","fishing",1,1.25
35.77,11.78,2024-06-29,"TUN","fishing",1,0.99
35.77,11.8,2024-06-29,"TUN","fishing",1,1
35.77,11.82,2024-06-29,"TUN","fishing",1,0.99
35.77,11.84,2024-06-29,"TUN","fishing",1,1
35.77,11.79,2024-06-29,"TUN","fishing",1,1.01
35.88,11.91,2024-06-23,"TUN","fishing",1,3.12
35.87,11.91,2024-06-28,"TUN","fishing",1,1
35.76,11.95,2024-06-30,"TUN","fishing",1,0.99
35.76,11.92,2024-06-29,"TUN","fishing",1,1
35.77,11.9,2024-06-29,"TUN","fishing",1,1.01
35.77,11.87,2024-06-29,"TUN","fishing",1,1
35.77,11.88,2024-06-29,"TUN","fishing",1,1
35.73,11.68,2024-06-28,"TUN","fishing",1,1.01
35.75,11.76,2024-06-28,"TUN","fishing",1,1
35.73,11.72,2024-06-28,"TUN","fishing",1,1.01
36.15,12.09,2024-06-27,"TUN","fishing",1,1
36.16,12.04,2024-06-27,"TUN","fishing",1,0.98
36.15,12.1,2024-06-27,"TUN","fishing",1,0.99
36.16,12.07,2024-06-27,"TUN","fishing",1,1.01
36.14,12.12,2024-06-27,"TUN","fishing",1,1.02
36.03,12.09,2024-06-27,"TUN","fishing",1,0.99
36.13,12.16,2024-06-27,"TUN","fishing",1,1
36.08,12.14,2024-06-27,"TUN","fishing",1,1.02
36.1,12.15,2024-06-27,"TUN","fishing",1,0.97
35.98,12.03,2024-06-27,"TUN","fishing",1,1
35.91,11.96,2024-06-27,"TUN","fishing",1,0.99
35.94,11.99,2024-06-27,"TUN","fishing",1,1
36,12.06,2024-06-27,"TUN","fishing",1,1
35.76,12.03,2024-06-30,"TUN","fishing",1,0.99
35.76,11.99,2024-06-30,"TUN","fishing",1,1
35.76,12.04,2024-06-30,"TUN","fishing",1,1
35.76,11.98,2024-06-30,"TUN","fishing",1,1.02
35.76,12.05,2024-06-30,"TUN","fishing",1,1.02
35.74,12.06,2024-06-30,"TUN","fishing",1,3
35.73,12.07,2024-06-30,"TUN","fishing",1,1
35.68,12.1,2024-06-30,"TUN","fishing",1,1.01
35.71,12.08,2024-06-30,"TUN","fishing",1,1.01
35.67,12.11,2024-06-30,"TUN","fishing",1,1.02
35.75,11.6,2024-06-29,"DZA","purse_seines",1,1.82
35.76,11.59,2024-06-29,"DZA","purse_seines",1,1.02
35.77,11.69,2024-06-28,"DZA","purse_seines",1,2.01
35.76,11.65,2024-06-29,"DZA","purse_seines",1,1.01
35.8,11.69,2024-06-28,"DZA","purse_seines",1,0.98
35.77,11.67,2024-06-29,"DZA","purse_seines",1,1.02
35.75,11.61,2024-06-29,"DZA","purse_seines",1,1.02
35.76,11.68,2024-06-30,"DZA","purse_seines",1,0.91
35.76,11.69,2024-06-28,"DZA","purse_seines",1,3
35.76,11.67,2024-06-30,"DZA","purse_seines",1,0.53
35.8,11.7,2024-06-28,"DZA","purse_seines",1,1.02
35.75,11.7,2024-06-28,"DZA","purse_seines",1,1.99
35.75,11.71,2024-06-28,"DZA","purse_seines",1,2.02
35.76,11.72,2024-06-28,"DZA","purse_seines",1,4
35.79,11.71,2024-06-28,"DZA","purse_seines",1,1
35.74,11.65,2024-06-30,"DZA","purse_seines",1,1.68
35.73,11.63,2024-06-30,"DZA","purse_seines",1,1
35.73,11.66,2024-06-30,"DZA","purse_seines",1,1.02
35.74,11.66,2024-06-30,"DZA","purse_seines",1,1
35.72,11.68,2024-06-29,"DZA","purse_seines",1,0.98
35.73,11.65,2024-06-30,"DZA","purse_seines",1,1
35.75,11.62,2024-06-29,"DZA","purse_seines",1,0.98
35.73,11.68,2024-06-30,"DZA","purse_seines",1,0.98
35.72,11.69,2024-06-27,"DZA","purse_seines",1,0.67
35.7,11.73,2024-06-29,"DZA","purse_seines",1,3.01
35.73,11.72,2024-06-26,"DZA","purse_seines",1,0.38
35.73,11.74,2024-06-27,"DZA","purse_seines",1,1.01
35.7,11.69,2024-06-27,"DZA","purse_seines",1,1.01
35.72,11.7,2024-06-29,"DZA","purse_seines",1,2.25
35.69,11.69,2024-06-27,"DZA","purse_seines",1,0.95
35.71,11.69,2024-06-29,"DZA","purse_seines",1,1
35.68,11.7,2024-06-27,"DZA","purse_seines",1,1.97
35.74,11.71,2024-06-27,"DZA","purse_seines",1,1.98
35.73,11.7,2024-06-29,"DZA","purse_seines",1,1.02
35.83,12.13,2024-06-16,"DZA","purse_seines",1,1.01
35.82,12.11,2024-06-17,"DZA","purse_seines",1,0.99
35.81,12.11,2024-06-17,"DZA","purse_seines",1,1.01
35.91,12.15,2024-06-16,"DZA","purse_seines",1,2.01
35.89,12.15,2024-06-16,"DZA","purse_seines",1,1
35.85,12.15,2024-06-16,"DZA","purse_seines",1,0.98
35.84,12.13,2024-06-16,"DZA","purse_seines",1,2.02
35.86,12.16,2024-06-16,"DZA","purse_seines",1,1.06
35.99,12.49,2024-06-17,"DZA","purse_seines",1,0.08
35.16,13.01,2024-06-21,"DZA","purse_seines",1,2.01
35.15,13,2024-06-21,"DZA","purse_seines",1,2
35.14,13,2024-06-21,"DZA","purse_seines",1,2.68
35.19,13.03,2024-06-20,"DZA","purse_seines",1,1.37
35.42,13.26,2024-06-18,"DZA","purse_seines",1,1
35.41,13.27,2024-06-18,"DZA","purse_seines",1,0.98
35.43,13.25,2024-06-18,"DZA","purse_seines",1,1.02
35.41,13.28,2024-06-18,"DZA","purse_seines",1,0.99
35.4,13.29,2024-06-17,"DZA","purse_seines",1,1
35.39,13.33,2024-06-17,"DZA","purse_seines",1,1
35.17,13.02,2024-06-20,"DZA","purse_seines",1,1
35.1,13.18,2024-06-20,"DZA","purse_seines",1,3.31
35.13,13.26,2024-06-20,"DZA","purse_seines",1,0.43
35.08,13.22,2024-06-20,"DZA","purse_seines",1,1
35.23,13.51,2024-06-18,"DZA","purse_seines",1,0.1
35.22,13.52,2024-06-18,"DZA","purse_seines",1,0.72
35.19,13.63,2024-06-18,"DZA","purse_seines",1,0.19
35.04,13.41,2024-06-20,"DZA","purse_seines",1,0.28
36.51,12.11,2024-06-20,"ITA","trawlers",1,2.02
36.51,12.09,2024-06-20,"ITA","trawlers",1,0.99
36.52,12.08,2024-06-28,"ITA","trawlers",1,1
36.51,12.09,2024-06-21,"ITA","trawlers",1,1
36.51,12.12,2024-06-18,"ITA","trawlers",1,0.97
36.52,12.08,2024-06-19,"ITA","trawlers",1,1
36.52,12.09,2024-06-24,"ITA","trawlers",1,0.98
36.5,12.1,2024-06-17,"ITA","trawlers",1,1
36.52,12.1,2024-06-28,"ITA","trawlers",1,0.99
36.51,12.09,2024-06-19,"ITA","trawlers",1,0.98
36.5,12.1,2024-06-24,"ITA","trawlers",1,1.01
36.52,12.09,2024-06-29,"ITA","trawlers",1,1
36.48,12.15,2024-06-21,"ITA","trawlers",1,1.01
36.5,12.13,2024-06-28,"ITA","trawlers",1,1
36.48,12.16,2024-06-20,"ITA","trawlers",1,1.8
36.49,12.15,2024-06-29,"ITA","trawlers",1,2.02
36.47,12.18,2024-06-30,"ITA","trawlers",1,0.88
36.49,12.14,2024-06-20,"ITA","trawlers",1,1
36.5,12.13,2024-06-19,"ITA","trawlers",1,1.01
36.47,12.18,2024-06-20,"ITA","trawlers",1,0.99
36.49,12.14,2024-06-21,"ITA","trawlers",1,1
36.48,12.15,2024-06-18,"ITA","trawlers",1,0.99
36.46,12.18,2024-06-30,"ITA","trawlers",1,0.98
36.5,12.14,2024-06-20,"ITA","trawlers",1,0.99
37.35,8.74,2024-06-20,"DZA","purse_seines",1,0.89
36.06,12.62,2024-06-16,"ITA","trawlers",1,1
36.04,12.6,2024-06-16,"ITA","trawlers",1,1
36.07,12.64,2024-06-16,"ITA","trawlers",1,0.98
35.99,12.51,2024-06-16,"ITA","trawlers",1,0.99
36,12.54,2024-06-16,"ITA","trawlers",1,1.01
35.98,12.49,2024-06-16,"ITA","trawlers",1,0.99
36.03,12.58,2024-06-16,"ITA","trawlers",1,1.02
36.09,12.66,2024-06-16,"ITA","trawlers",1,1.03
38.22,9.21,2024-06-24,"ITA","fishing",1,1.09
38.22,9.21,2024-06-26,"ITA","fishing",1,1
38.22,9.21,2024-06-21,"ITA","fishing",1,0.84
38.19,9.21,2024-06-24,"ITA","fishing",1,0.97
38.23,9.23,2024-06-20,"ITA","fishing",1,0.87
38.22,9.25,2024-06-25,"ITA","fishing",1,1.04
38.21,9.24,2024-06-20,"ITA","fishing",1,1.21
38.18,9.24,2024-06-24,"ITA","fishing",1,2.42
38.16,9.28,2024-06-25,"ITA","fishing",1,1
38.2,9.28,2024-06-26,"ITA","fishing",1,0.58
38.2,9.29,2024-06-26,"ITA","fishing",1,0.97
38.18,9.28,2024-06-25,"ITA","fishing",1,1
38.12,9.3,2024-06-25,"ITA","fishing",1,1.15
38.12,9.27,2024-06-24,"ITA","fishing",1,0.27
38.13,9.29,2024-06-25,"ITA","fishing",1,1.05
38.17,9.32,2024-06-26,"ITA","fishing",1,0.42
38.15,8.87,2024-06-30,"ITA","fishing",1,1.01
38.16,8.89,2024-06-20,"ITA","fishing",1,0.36
38.18,8.89,2024-06-20,"ITA","fishing",1,1.11
38.16,8.95,2024-06-20,"ITA","fishing",1,0.86
38.15,8.91,2024-06-20,"ITA","fishing",1,0.09
38.18,8.93,2024-06-20,"ITA","fishing",1,0.97
38.14,8.99,2024-06-20,"ITA","fishing",1,1.05
38.15,8.98,2024-06-20,"ITA","fishing",1,1.09
38.14,9,2024-06-20,"ITA","fishing",1,0.4
38.13,8.98,2024-06-24,"ITA","fishing",1,1.12
38.09,9.05,2024-06-24,"ITA","fishing",1,0.99
38.17,8.69,2024-06-30,"ITA","fishing",1,1.01
38.17,8.68,2024-06-28,"ITA","fishing",1,1.28
38.17,8.64,2024-06-29,"ITA","fishing",1,0.83
38.2,8.73,2024-06-30,"ITA","fishing",1,0.99
38.1,8.67,2024-06-29,"ITA","fishing",1,0.96
38.12,8.65,2024-06-29,"ITA","fishing",1,0.99
38.11,8.65,2024-06-29,"ITA","fishing",1,1.19
38.11,8.66,2024-06-29,"ITA","fishing",1,1.83
38.08,8.8,2024-06-29,"ITA","fishing",1,2.17
38.08,8.81,2024-06-29,"ITA","fishing",1,0.27
38.21,9.32,2024-06-25,"ITA","fishing",1,9.15
38.23,9.26,2024-06-20,"ITA","fishing",1,0.97
38.22,9.29,2024-06-21,"ITA","fishing",1,1.06
38.23,9.26,2024-06-30,"ITA","fishing",1,1
38.18,9.28,2024-06-24,"ITA","fishing",1,1.22
35.3,13.53,2024-06-21,"MLT","inconclusive",1,1.03
35.3,13.52,2024-06-21,"MLT","inconclusive",1,1.02
35.31,13.55,2024-06-21,"MLT","inconclusive",1,0.96
36.48,11.69,2024-06-19,"DZA","tuna_purse_seines",1,4.04
36.51,11.69,2024-06-19,"DZA","tuna_purse_seines",1,0.16
35.79,11.59,2024-06-29,"DZA","tuna_purse_seines",1,0.64
35.79,11.6,2024-06-29,"DZA","tuna_purse_seines",1,0.5
35.68,11.59,2024-06-26,"DZA","tuna_purse_seines",1,0.39
35.78,11.63,2024-06-30,"DZA","tuna_purse_seines",1,1
35.77,11.68,2024-06-29,"DZA","tuna_purse_seines",1,1
35.78,11.66,2024-06-30,"DZA","tuna_purse_seines",2,3
35.78,11.64,2024-06-30,"DZA","tuna_purse_seines",1,1.05
35.77,11.63,2024-06-29,"DZA","tuna_purse_seines",1,1.13
35.78,11.67,2024-06-30,"DZA","tuna_purse_seines",1,0.95
35.78,11.65,2024-06-30,"DZA","tuna_purse_seines",1,1.05
35.77,11.69,2024-06-29,"DZA","tuna_purse_seines",1,1
35.73,11.67,2024-06-27,"DZA","tuna_purse_seines",1,0.95
35.74,11.64,2024-06-29,"DZA","tuna_purse_seines",1,3.06
35.73,11.69,2024-06-26,"DZA","tuna_purse_seines",1,1.45
35.72,11.68,2024-06-27,"DZA","tuna_purse_seines",1,4
35.7,11.68,2024-06-27,"DZA","tuna_purse_seines",1,2.1
35.74,11.64,2024-06-28,"DZA","tuna_purse_seines",1,4.95
35.72,11.67,2024-06-28,"DZA","tuna_purse_seines",1,1.85
35.72,11.69,2024-06-27,"DZA","tuna_purse_seines",1,0.45
36.09,12.35,2024-06-30,"DZA","tuna_purse_seines",1,0.26
35.17,13,2024-06-20,"DZA","tuna_purse_seines",1,1
35.14,12.99,2024-06-21,"DZA","tuna_purse_seines",1,0.93
35.14,12.97,2024-06-21,"DZA","tuna_purse_seines",1,1.1
35.15,13,2024-06-21,"DZA","tuna_purse_seines",1,1.01
35.17,13.42,2024-06-20,"DZA","tuna_purse_seines",1,0.1
35.76,11.88,2024-06-28,"DZA","other_purse_seines",1,1.9
35.77,11.88,2024-06-28,"DZA","other_purse_seines",1,2.02
35.75,11.89,2024-06-27,"DZA","other_purse_seines",1,1.81
35.63,11.83,2024-06-21,"DZA","other_purse_seines",1,3.5
35.62,11.83,2024-06-20,"DZA","other_purse_seines",1,0.91
35.62,11.83,2024-06-21,"DZA","other_purse_seines",1,1.07
35.67,11.79,2024-06-28,"DZA","other_purse_seines",1,0.18
35.62,11.84,2024-06-20,"DZA","other_purse_seines",1,1.02
36.05,12.02,2024-06-16,"DZA","other_purse_seines",1,2.42
36.03,12.02,2024-06-16,"DZA","other_purse_seines",1,1
36.04,12.02,2024-06-16,"DZA","other_purse_seines",1,1.01
35.92,12.09,2024-06-29,"DZA","other_purse_seines",1,1.99
35.9,12.11,2024-06-16,"DZA","other_purse_seines",1,0.99
35.94,12.1,2024-06-29,"DZA","other_purse_seines",1,1
35.92,12.12,2024-06-29,"DZA","other_purse_seines",1,0.97
35.91,12.07,2024-06-29,"DZA","other_purse_seines",1,1.01
35.86,12.05,2024-06-17,"DZA","other_purse_seines",1,1.78
35.89,12.08,2024-06-16,"DZA","other_purse_seines",1,0.89
35.87,12.06,2024-06-17,"DZA","other_purse_seines",1,1.96
35.87,12.05,2024-06-17,"DZA","other_purse_seines",1,0.99
35.92,12.14,2024-06-29,"DZA","other_purse_seines",1,1.99
35.94,12.16,2024-06-29,"DZA","other_purse_seines",1,0.99
35.89,12.18,2024-06-29,"DZA","other_purse_seines",1,0.78
35.95,12.17,2024-06-28,"DZA","other_purse_seines",1,0.9
35.94,12.15,2024-06-29,"DZA","other_purse_seines",1,2.03
35.91,12.16,2024-06-16,"DZA","other_purse_seines",1,0.27
35.91,12.18,2024-06-29,"DZA","other_purse_seines",1,0.51
35.95,12.16,2024-06-28,"DZA","other_purse_seines",1,1.05
35.98,12.28,2024-06-29,"DZA","other_purse_seines",1,1.02
35.88,12.17,2024-06-29,"DZA","other_purse_seines",1,0.99
35.86,12.17,2024-06-30,"DZA","other_purse_seines",1,0.74
35.85,12.24,2024-06-26,"DZA","other_purse_seines",1,0.43
35.83,12.23,2024-06-26,"DZA","other_purse_seines",1,2.97
35.81,12.23,2024-06-27,"DZA","other_purse_seines",1,1.05
35.68,11.98,2024-06-28,"DZA","other_purse_seines",1,0.1
35.74,12.05,2024-06-28,"DZA","other_purse_seines",1,0.09
35.98,12.34,2024-06-27,"DZA","other_purse_seines",1,0.92
35.96,12.36,2024-06-27,"DZA","other_purse_seines",1,0.93
35.97,12.33,2024-06-27,"DZA","other_purse_seines",1,0.28
35.95,12.35,2024-06-28,"DZA","other_purse_seines",1,0.25
35.27,13.17,2024-06-20,"DZA","other_purse_seines",1,1
35.34,13.25,2024-06-18,"DZA","other_purse_seines",1,1
35.33,13.27,2024-06-18,"DZA","other_purse_seines",1,0.99
35.35,13.24,2024-06-18,"DZA","other_purse_seines",1,0
35.32,13.31,2024-06-17,"DZA","other_purse_seines",1,1.01
35.28,13.22,2024-06-19,"DZA","other_purse_seines",1,1
35.28,13.26,2024-06-19,"DZA","other_purse_seines",1,0.97
35.28,13.19,2024-06-20,"DZA","other_purse_seines",1,1.01
35.28,13.21,2024-06-20,"DZA","other_purse_seines",1,0.99
35.27,13.19,2024-06-20,"DZA","other_purse_seines",1,0.16
35.25,13.36,2024-06-19,"DZA","other_purse_seines",1,1.01
35.26,13.28,2024-06-19,"DZA","other_purse_seines",1,0.61
35.18,13.31,2024-06-20,"DZA","other_purse_seines",1,0.15
35.41,13.38,2024-06-19,"DZA","other_purse_seines",1,1
35.33,13.39,2024-06-19,"DZA","other_purse_seines",1,1
35.33,13.4,2024-06-19,"DZA","other_purse_seines",1,1
35.25,13.41,2024-06-19,"DZA","other_purse_seines",1,1.82
35.24,13.42,2024-06-19,"DZA","other_purse_seines",1,1
35.21,13.51,2024-06-18,"DZA","other_purse_seines",1,1
35.23,13.48,2024-06-19,"DZA","other_purse_seines",1,1
35.22,13.49,2024-06-19,"DZA","other_purse_seines",1,1.01
35.21,13.52,2024-06-18,"DZA","other_purse_seines",1,0.99
35.2,13.53,2024-06-18,"DZA","other_purse_seines",1,1
35.19,13.54,2024-06-18,"DZA","other_purse_seines",1,1.01
35.17,13.57,2024-06-18,"DZA","other_purse_seines",1,1
35.17,13.55,2024-06-18,"DZA","other_purse_seines",1,0.99
35.16,13.55,2024-06-18,"DZA","other_purse_seines",1,0.64
36.02,12.29,2024-06-28,"DZA","purse_seines",1,0.21
37.03,11.75,2024-06-26,"ITA","fishing",1,0.3
37.07,11.71,2024-06-27,"ITA","fishing",1,0.98
37.04,11.74,2024-06-26,"ITA","fishing",1,0.65
36.9,11.68,2024-06-27,"ITA","fishing",1,0.48
34.58,10.63,2024-06-21,"PLW","trawlers",1,0.55
34.59,10.62,2024-06-19,"PLW","trawlers",1,0.8
34.58,10.64,2024-06-18,"PLW","trawlers",1,1.05
34.57,10.67,2024-06-26,"PLW","trawlers",1,0.45
34.57,10.68,2024-06-20,"PLW","trawlers",1,0.15
37.29,11.31,2024-06-24,"TUN","fishing",1,0.06
35.84,11.65,2024-06-21,"TUN","fishing",1,0.04
35.83,11.69,2024-06-21,"TUN","fishing",1,1
35.72,11.79,2024-06-21,"TUN","fishing",1,2.91
35.72,11.79,2024-06-20,"TUN","fishing",1,0.98
35.73,11.81,2024-06-20,"TUN","fishing",1,1.36
35.72,11.8,2024-06-20,"TUN","fishing",1,1.02
35.72,11.78,2024-06-21,"TUN","fishing",1,0.98
36.08,12.2,2024-06-20,"TUN","fishing",1,0.36
36.04,12.39,2024-06-20,"TUN","fishing",1,1
