"latitude","longitude","time_range","flag","gear","id","apparent_fishing_hours"
36.97,11.58,2024-06-30,"ITA","trawlers",1,1
36.95,11.59,2024-06-25,"ITA","trawlers",1,0.99
36.95,11.59,2024-06-28,"ITA","trawlers",1,1
36.95,11.6,2024-06-28,"ITA","trawlers",1,3
36.94,11.6,2024-06-27,"ITA","trawlers",1,3.96
36.94,11.6,2024-06-30,"ITA","trawlers",1,1.79
36.95,11.59,2024-06-30,"ITA","trawlers",1,0.99
36.9,11.61,2024-06-27,"ITA","trawlers",1,1
36.9,11.62,2024-06-27,"ITA","trawlers",1,4.98
36.94,11.6,2024-06-17,"ITA","trawlers",1,1.43
36.88,11.62,2024-06-16,"ITA","trawlers",1,0.99
36.93,11.61,2024-06-27,"ITA","trawlers",1,2.06
36.9,11.62,2024-06-30,"ITA","trawlers",1,1.02
36.9,11.62,2024-06-28,"ITA","trawlers",1,1.87
36.91,11.62,2024-06-27,"ITA","trawlers",1,0.37
36.91,11.62,2024-06-17,"ITA","trawlers",1,1.42
36.91,11.61,2024-06-30,"ITA","trawlers",1,1.02
36.91,11.63,2024-06-29,"ITA","trawlers",1,0.3
36.91,11.61,2024-06-25,"ITA","trawlers",1,1.02
36.91,11.6,2024-06-28,"ITA","trawlers",1,1
36.89,11.62,2024-06-16,"ITA","trawlers",1,0.49
36.93,11.61,2024-06-28,"ITA","trawlers",1,0.85
36.9,11.62,2024-06-25,"ITA","trawlers",1,1
36.9,11.68,2024-06-26,"ITA","trawlers",1,0.16
36.87,11.62,2024-06-28,"ITA","trawlers",1,1.01
36.86,11.62,2024-06-28,"ITA","trawlers",1,0.53
36.86,11.64,2024-06-26,"ITA","trawlers",1,0.46
36.86,11.63,2024-06-27,"ITA","trawlers",1,2
36.85,11.64,2024-06-27,"ITA","trawlers",1,1.07
35.18,13.46,2024-06-16,"ITA","trawlers",1,2.03
35.18,13.47,2024-06-16,"ITA","trawlers",1,1.97
35.19,13.49,2024-06-16,"ITA","trawlers",1,1.01
35.19,13.5,2024-06-16,"ITA","trawlers",1,0.47
35.21,13.57,2024-06-16,"ITA","trawlers",1,0.52
35.23,13.61,2024-06-17,"ITA","trawlers",1,9.74
35.21,13.58,2024-06-16,"ITA","trawlers",1,1.29
38.06,10.81,2024-06-28,"TUN","trawlers",1,2.08
37.55,9.89,2024-06-27,"TUN","trawlers",1,13.58
37.57,9.96,2024-06-27,"TUN","trawlers",1,0.71
37.56,9.94,2024-06-27,"TUN","trawlers",1,1.17
37.61,10.09,2024-06-27,"TUN","trawlers",1,3.14
37.62,10.12,2024-06-27,"TUN","trawlers",1,1.02
37.66,10.22,2024-06-27,"TUN","trawlers",1,0.77
35.57,11.94,2024-06-16,"TUN","fishing",1,1.01
35.56,11.95,2024-06-16,"TUN","fishing",1,3
35.54,11.97,2024-06-16,"TUN","fishing",1,0.99
35.55,11.96,2024-06-16,"TUN","fishing",1,1
35.53,11.99,2024-06-16,"TUN","fishing",1,1
35.51,12.01,2024-06-16,"TUN","fishing",1,0.99
35.49,12.03,2024-06-16,"TUN","fishing",1,0.99
35.46,12.06,2024-06-16,"TUN","fishing",1,0.97
35.45,12.08,2024-06-16,"TUN","fishing",1,1.99
35.42,12.12,2024-06-17,"TUN","fishing",1,1.41
35.43,12.11,2024-06-17,"TUN","fishing",1,0.78
35.43,12.1,2024-06-17,"TUN","fishing",1,0.99
35.39,12.15,2024-06-17,"TUN","fishing",1,0.99
35.36,12.2,2024-06-17,"TUN","fishing",1,1
35.36,12.21,2024-06-17,"TUN","fishing",1,2.01
35.39,12.16,2024-06-17,"TUN","fishing",1,1.02
35.38,12.17,2024-06-17,"TUN","fishing",1,0.99
35.37,12.19,2024-06-17,"TUN","fishing",1,1.01
35.34,12.28,2024-06-17,"TUN","fishing",1,1
35.35,12.25,2024-06-17,"TUN","fishing",1,2.01
35.35,12.26,2024-06-17,"TUN","fishing",1,0.98
35.34,12.29,2024-06-17,"TUN","fishing",1,1
35.33,12.36,2024-06-18,"TUN","fishing",1,0.98
35.32,12.39,2024-06-18,"TUN","fishing",1,2
35.34,12.32,2024-06-18,"TUN","fishing",1,0.96
35.32,12.38,2024-06-18,"TUN","fishing",1,0.99
34.96,12.63,2024-06-24,"TUN","fishing",1,2.2
34.99,12.65,2024-06-23,"TUN","fishing",1,0.93
34.96,12.6,2024-06-23,"TUN","fishing",1,1.38
34.97,12.64,2024-06-23,"TUN","fishing",1,0.93
34.96,12.6,2024-06-24,"TUN","fishing",2,3.63
35.02,12.66,2024-06-23,"TUN","fishing",1,1.1
35,12.65,2024-06-23,"TUN","fishing",1,0.98
34.93,12.59,2024-06-23,"TUN","fishing",1,1.29
34.92,12.63,2024-06-24,"TUN","fishing",1,1.03
34.95,12.64,2024-06-24,"TUN","fishing",1,0.95
34.93,12.61,2024-06-23,"TUN","fishing",1,0.94
34.94,12.62,2024-06-23,"TUN","fishing",1,1
34.93,12.64,2024-06-24,"TUN","fishing",1,0.96
34.91,12.6,2024-06-24,"TUN","fishing",1,0.96
34.92,12.62,2024-06-24,"TUN","fishing",1,1.02
34.93,12.58,2024-06-23,"TUN","fishing",1,1.66
34.76,12.46,2024-06-25,"TUN","fishing",1,1.25
34.74,12.46,2024-06-25,"TUN","fishing",1,0.59
34.79,12.47,2024-06-25,"TUN","fishing",1,1.03
34.8,12.48,2024-06-25,"TUN","fishing",1,1.02
34.78,12.47,2024-06-25,"TUN","fishing",1,1
34.75,12.46,2024-06-25,"TUN","fishing",1,0.96
34.69,12.37,2024-06-26,"TUN","fishing",1,5.41
34.69,12.39,2024-06-26,"TUN","fishing",1,1.1
34.73,12.46,2024-06-27,"TUN","fishing",1,1.99
34.71,12.42,2024-06-26,"TUN","fishing",1,0.97
34.7,12.41,2024-06-26,"TUN","fishing",1,2.98
34.72,12.44,2024-06-27,"TUN","fishing",1,1.92
34.74,12.45,2024-06-25,"TUN","fishing",1,0.87
34.71,12.43,2024-06-26,"TUN","fishing",1,0.94
34.84,12.52,2024-06-25,"TUN","fishing",1,2.1
34.83,12.51,2024-06-25,"TUN","fishing",1,1.5
34.87,12.56,2024-06-25,"TUN","fishing",1,1.32
34.83,12.5,2024-06-25,"TUN","fishing",1,1.05
34.85,12.54,2024-06-25,"TUN","fishing",1,1
34.75,12.52,2024-06-27,"TUN","fishing",1,0.97
34.76,12.55,2024-06-27,"TUN","fishing",1,1.01
34.74,12.53,2024-06-27,"TUN","fishing",1,6.02
34.75,12.55,2024-06-27,"TUN","fishing",1,0.97
34.8,12.66,2024-06-28,"TUN","fishing",1,2
34.8,12.65,2024-06-28,"TUN","fishing",1,4.02
34.78,12.6,2024-06-28,"TUN","fishing",1,1
34.77,12.59,2024-06-28,"TUN","fishing",1,1.01
34.78,12.61,2024-06-28,"TUN","fishing",1,0.95
34.74,12.49,2024-06-27,"TUN","fishing",1,1.01
35.26,12.74,2024-06-22,"TUN","fishing",1,1
35.27,12.74,2024-06-21,"TUN","fishing",1,1.99
35.3,12.76,2024-06-21,"TUN","fishing",1,3
35.24,12.74,2024-06-22,"TUN","fishing",1,1.01
35.22,12.75,2024-06-22,"TUN","fishing",1,1
35.21,12.75,2024-06-22,"TUN","fishing",1,0.97
35.19,12.75,2024-06-22,"TUN","fishing",1,1.03
35.1,12.7,2024-06-22,"TUN","fishing",1,0.94
35.08,12.66,2024-06-22,"TUN","fishing",1,1.96
35.1,12.68,2024-06-22,"TUN","fishing",1,1
35.1,12.67,2024-06-22,"TUN","fishing",1,1.02
35.05,12.66,2024-06-23,"TUN","fishing",1,0.98
35.03,12.66,2024-06-23,"TUN","fishing",1,1.89
35.07,12.66,2024-06-22,"TUN","fishing",1,1.01
35.04,12.66,2024-06-23,"TUN","fishing",1,1.07
34.9,12.87,2024-06-30,"TUN","fishing",1,1.97
34.92,12.89,2024-06-30,"TUN","fishing",1,1.01
34.89,12.86,2024-06-29,"TUN","fishing",1,1.99
34.91,12.89,2024-06-30,"TUN","fishing",1,1.01
34.92,12.9,2024-06-30,"TUN","fishing",1,1.99
34.91,12.88,2024-06-30,"TUN","fishing",1,1.05
34.96,13,2024-06-30,"TUN","fishing",1,1
34.96,13.01,2024-06-30,"TUN","fishing",1,1
34.96,12.98,2024-06-30,"TUN","fishing",1,1.01
34.97,13.03,2024-06-30,"TUN","fishing",1,0.99
34.83,12.73,2024-06-28,"TUN","fishing",1,0.98
34.83,12.72,2024-06-28,"TUN","fishing",1,0.99
34.82,12.68,2024-06-28,"TUN","fishing",1,1.03
34.82,12.69,2024-06-28,"TUN","fishing",1,0.98
34.84,12.74,2024-06-29,"TUN","fishing",1,1.02
34.83,12.71,2024-06-28,"TUN","fishing",1,1.01
34.81,12.68,2024-06-28,"TUN","fishing",1,0.98
34.81,12.67,2024-06-28,"TUN","fishing",1,1
34.86,12.79,2024-06-29,"TUN","fishing",1,1.99
34.87,12.83,2024-06-29,"TUN","fishing",1,0.98
34.87,12.82,2024-06-29,"TUN","fishing",1,0.99
34.85,12.78,2024-06-29,"TUN","fishing",1,1.23
34.84,12.77,2024-06-29,"TUN","fishing",1,1.02
35.8,12.11,2024-06-30,"TUN","fishing",1,0.97
35.8,12.12,2024-06-30,"TUN","fishing",1,1.01
35.9,12.29,2024-06-30,"TUN","fishing",1,1
35.87,12.19,2024-06-30,"TUN","fishing",1,1.01
35.84,12.18,2024-06-30,"TUN","fishing",1,0.99
35.8,12.16,2024-06-30,"TUN","fishing",1,1
35.8,12.14,2024-06-30,"TUN","fishing",1,2
35.8,12.17,2024-06-30,"TUN","fishing",2,8.9
35.91,12.35,2024-06-29,"TUN","fishing",1,0.99
35.89,12.45,2024-06-29,"TUN","fishing",1,1
35.84,12.5,2024-06-29,"TUN","fishing",1,1.03
35.83,12.5,2024-06-29,"TUN","fishing",1,0.98
35.81,12.52,2024-06-29,"TUN","fishing",1,1
35.79,12.54,2024-06-29,"TUN","fishing",1,1
35.76,12.59,2024-06-29,"TUN","fishing",1,1.02
35.49,12.91,2024-06-28,"TUN","fishing",1,1
35.47,12.93,2024-06-28,"TUN","fishing",1,1
35.4,13,2024-06-28,"TUN","fishing",1,1.02
35.33,13.08,2024-06-28,"TUN","fishing",1,1
35.38,13.03,2024-06-28,"TUN","fishing",1,0.99
35.35,13.06,2024-06-28,"TUN","fishing",1,0.99
35.29,13.14,2024-06-28,"TUN","fishing",1,1
35.27,13.16,2024-06-28,"TUN","fishing",1,0.99
35.31,13.11,2024-06-28,"TUN","fishing",1,1.01
35.26,13.18,2024-06-28,"TUN","fishing",1,1
35.21,13.24,2024-06-28,"TUN","fishing",1,1.01
35.19,13.25,2024-06-28,"TUN","fishing",1,1
35.08,13.37,2024-06-28,"TUN","fishing",1,0.99
35.03,13.43,2024-06-27,"TUN","fishing",1,1
35.06,13.4,2024-06-28,"TUN","fishing",1,0.99
37.35,11.74,2024-06-24,"ITA","other_purse_seines",1,0.42
37.33,11.74,2024-06-24,"ITA","other_purse_seines",1,0.72
37.36,11.76,2024-06-18,"ITA","other_purse_seines",1,0.64
37.26,11.72,2024-06-17,"ITA","other_purse_seines",1,0.43
37.3,11.77,2024-06-18,"ITA","other_purse_seines",1,0.79
37.3,11.71,2024-06-24,"ITA","other_purse_seines",1,2.87
37.29,11.73,2024-06-18,"ITA","other_purse_seines",1,0.36
37.31,11.79,2024-06-25,"ITA","other_purse_seines",1,1.08
37.25,11.8,2024-06-18,"ITA","other_purse_seines",1,1.01
37.27,11.83,2024-06-25,"ITA","other_purse_seines",1,0.98
37.28,11.79,2024-06-24,"ITA","other_purse_seines",1,1.01
37.26,11.81,2024-06-19,"ITA","other_purse_seines",1,1.01
37.24,11.82,2024-06-24,"ITA","other_purse_seines",1,0.25
37.29,11.8,2024-06-25,"ITA","other_purse_seines",1,1.05
37.21,11.82,2024-06-18,"ITA","other_purse_seines",1,0.99
37.22,11.81,2024-06-19,"ITA","other_purse_seines",1,1.99
37.12,11.75,2024-06-17,"ITA","other_purse_seines",1,1.01
37.05,11.8,2024-06-17,"ITA","other_purse_seines",1,0.98
37.13,11.88,2024-06-19,"ITA","other_purse_seines",1,0.85
37.15,11.87,2024-06-19,"ITA","other_purse_seines",1,0.99
37.07,11.87,2024-06-25,"ITA","other_purse_seines",1,0.66
35.3,13.52,2024-06-20,"TUR","other_purse_seines",1,1.96
38.3,10.26,2024-06-18,"ITA","trawlers",1,1
38.28,10.35,2024-06-18,"ITA","trawlers",1,0.89
38.27,10.39,2024-06-18,"ITA","trawlers",1,1.04
38.24,10.54,2024-06-18,"ITA","trawlers",1,0.93
38.25,10.47,2024-06-18,"ITA","trawlers",1,1.07
38.22,10.62,2024-06-18,"ITA","trawlers",1,0.98
38.21,10.68,2024-06-18,"ITA","trawlers",1,1.02
38.18,10.8,2024-06-18,"ITA","trawlers",1,1.06
35.39,13.27,2024-06-19,"TUR","purse_seines",1,1.35
35.37,13.29,2024-06-18,"TUR","purse_seines",1,1.1
35.33,13.32,2024-06-18,"TUR","purse_seines",1,0.98
35.34,13.3,2024-06-18,"TUR","purse_seines",1,0.99
35.34,13.34,2024-06-18,"TUR","purse_seines",1,1
35.35,13.32,2024-06-18,"TUR","purse_seines",1,0.9
35.28,13.33,2024-06-18,"TUR","purse_seines",2,2.07
35.29,13.29,2024-06-18,"TUR","purse_seines",1,2.02
35.25,13.29,2024-06-18,"TUR","purse_seines",1,1.02
35.3,13.31,2024-06-18,"TUR","purse_seines",1,0.99
35.3,13.32,2024-06-18,"TUR","purse_seines",1,1.98
35.29,13.31,2024-06-18,"TUR","purse_seines",1,0.36
35.3,13.33,2024-06-18,"TUR","purse_seines",1,1.05
35.3,13.34,2024-06-18,"TUR","purse_seines",1,0.51
35.26,13.37,2024-06-17,"TUR","purse_seines",1,0.81
35.25,13.42,2024-06-17,"TUR","purse_seines",1,1.97
35.25,13.45,2024-06-17,"TUR","purse_seines",2,1.98
35.25,13.44,2024-06-17,"TUR","purse_seines",1,1.02
35.26,13.39,2024-06-17,"TUR","purse_seines",2,1.92
35.25,13.46,2024-06-17,"TUR","purse_seines",2,2.99
35.31,13.54,2024-06-19,"TUR","purse_seines",1,1.04
36.5,12.08,2024-06-28,"DZA","inconclusive",1,1
36.52,12.08,2024-06-28,"DZA","inconclusive",1,1.57
36.51,12.09,2024-06-28,"DZA","inconclusive",1,1
36.51,12.11,2024-06-28,"DZA","inconclusive",1,0.94
36.53,12.14,2024-06-28,"DZA","inconclusive",1,2.2
36.52,12.13,2024-06-28,"DZA","inconclusive",1,0.99
36.52,12.18,2024-06-28,"DZA","inconclusive",1,0.99
36.52,12.15,2024-06-28,"DZA","inconclusive",1,1.81
36.52,12.2,2024-06-28,"DZA","inconclusive",1,1.01
36.51,12.26,2024-06-28,"DZA","inconclusive",1,1
36.48,12.32,2024-06-29,"DZA","inconclusive",1,0.95
37.09,11.94,2024-06-19,"ITA","trawlers",1,0.8
36.53,12.13,2024-06-29,"ITA","trawlers",1,0.21
36.4,12.11,2024-06-16,"ITA","trawlers",1,0.61
36.41,12.13,2024-06-16,"ITA","trawlers",1,2
36.39,12.12,2024-06-17,"ITA","trawlers",1,1
36.36,12.12,2024-06-17,"ITA","trawlers",1,0.99
36.37,12.11,2024-06-16,"ITA","trawlers",1,0.98
36.4,12.14,2024-06-17,"ITA","trawlers",1,1
36.39,12.15,2024-06-17,"ITA","trawlers",1,0.98
36.33,12.15,2024-06-17,"ITA","trawlers",1,1
36.37,12.18,2024-06-17,"ITA","trawlers",1,1
36.38,12.14,2024-06-16,"ITA","trawlers",1,0.99
36.35,12.13,2024-06-17,"ITA","trawlers",1,0.99
36.31,12.18,2024-06-16,"ITA","trawlers",1,0.99
36.3,12.23,2024-06-17,"ITA","trawlers",1,1.02
36.3,12.24,2024-06-17,"ITA","trawlers",1,1.03
36.28,12.34,2024-06-16,"ITA","trawlers",1,1.02
35.28,12.77,2024-06-16,"ITA","trawlers",1,0.99
35.28,12.77,2024-06-20,"ITA","trawlers",1,1.01
35.25,12.82,2024-06-19,"ITA","trawlers",1,1.97
35.28,12.77,2024-06-30,"ITA","trawlers",1,0.84
35.22,12.83,2024-06-18,"ITA","trawlers",1,1.76
35.2,12.83,2024-06-30,"ITA","trawlers",1,1.01
35.24,12.82,2024-06-21,"ITA","trawlers",1,0.91
35.22,12.83,2024-06-20,"ITA","trawlers",1,0.85
35.18,12.89,2024-06-19,"ITA","trawlers",1,0.98
35.16,12.9,2024-06-20,"ITA","trawlers",1,1.85
38.23,9.3,2024-06-16,"ITA","trawlers",1,2.01
38.22,9.3,2024-06-19,"ITA","trawlers",1,0.94
38.23,9.32,2024-06-25,"ITA","trawlers",1,0.83
38.21,9.3,2024-06-19,"ITA","trawlers",1,0.91
38.22,9.31,2024-06-16,"ITA","trawlers",1,0.22
38.22,9.33,2024-06-20,"ITA","trawlers",1,1.94
38.23,9.33,2024-06-20,"ITA","trawlers",1,1.03
38.19,9.35,2024-06-17,"ITA","trawlers",1,0.06
35.76,11.62,2024-06-29,"TUN","trawlers",1,2
35.76,11.63,2024-06-29,"TUN","trawlers",1,2.98
35.75,11.62,2024-06-29,"TUN","trawlers",1,0.97
35.8,11.66,2024-06-30,"TUN","trawlers",1,1.01
35.8,11.68,2024-06-30,"TUN","trawlers",1,0.99
35.77,11.63,2024-06-29,"TUN","trawlers",1,4
35.85,11.74,2024-06-30,"TUN","trawlers",1,1
35.84,11.73,2024-06-30,"TUN","trawlers",1,1
35.83,11.7,2024-06-30,"TUN","trawlers",1,0.99
35.73,11.63,2024-06-29,"TUN","trawlers",1,2.02
35.73,11.64,2024-06-29,"TUN","trawlers",1,2
35.73,11.68,2024-06-29,"TUN","trawlers",1,0.99
35.69,11.78,2024-06-28,"TUN","trawlers",1,1
35.67,11.8,2024-06-28,"TUN","trawlers",1,1.01
35.66,11.83,2024-06-28,"TUN","trawlers",1,0.98
35.62,11.92,2024-06-28,"TUN","trawlers",1,1.02
35.6,11.95,2024-06-28,"TUN","trawlers",1,0.98
35.58,11.98,2024-06-28,"TUN","trawlers",1,1
35.25,12.63,2024-06-27,"TUN","trawlers",1,1.01
35.23,12.66,2024-06-27,"TUN","trawlers",1,0.99
35.21,12.7,2024-06-27,"TUN","trawlers",1,1.01
34.94,12.82,2024-06-25,"TUN","trawlers",1,1.07
34.91,12.83,2024-06-25,"TUN","trawlers",1,0.74
35.13,12.84,2024-06-27,"TUN","trawlers",1,0.96
35.04,12.98,2024-06-24,"TUN","trawlers",1,0.98
35.06,13,2024-06-24,"TUN","trawlers",1,1
35.06,12.99,2024-06-24,"TUN","trawlers",1,1.01
35.05,12.99,2024-06-24,"TUN","trawlers",1,1
34.96,12.88,2024-06-27,"TUN","trawlers",1,1.04
34.96,12.85,2024-06-25,"TUN","trawlers",1,1.01
34.98,12.87,2024-06-27,"TUN","trawlers",1,0.98
34.97,12.88,2024-06-25,"TUN","trawlers",1,1.02
34.96,12.86,2024-06-25,"TUN","trawlers",1,0.78
34.92,12.91,2024-06-26,"TUN","trawlers",1,1
34.9,12.89,2024-06-26,"TUN","trawlers",1,1.02
34.91,12.9,2024-06-26,"TUN","trawlers",1,1
34.94,12.9,2024-06-27,"TUN","trawlers",1,1.99
34.98,13,2024-06-21,"TUN","trawlers",1,1.01
35.01,12.97,2024-06-25,"TUN","trawlers",1,0.86
34.96,12.98,2024-06-21,"TUN","trawlers",1,1
35.03,12.98,2024-06-24,"TUN","trawlers",1,0.99
34.9,12.95,2024-06-22,"TUN","trawlers",1,1.01
34.94,12.96,2024-06-21,"TUN","trawlers",1,1
34.91,12.95,2024-06-22,"TUN","trawlers",1,1
34.95,12.97,2024-06-21,"TUN","trawlers",1,1
34.92,12.95,2024-06-21,"TUN","trawlers",1,0.99
35.26,13.09,2024-06-16,"TUN","trawlers",1,3
35.27,13.1,2024-06-17,"TUN","trawlers",1,3.02
35.26,13.08,2024-06-16,"TUN","trawlers",1,1
35.2,13.06,2024-06-17,"TUN","trawlers",1,1
35.23,13.08,2024-06-17,"TUN","trawlers",1,1.03
35.22,13.07,2024-06-17,"TUN","trawlers",1,0.99
35.24,13.08,2024-06-17,"TUN","trawlers",1,0.98
35.21,13.09,2024-06-17,"TUN","trawlers",1,0.98
35.21,13.06,2024-06-17,"TUN","trawlers",1,0.99
35.2,13.05,2024-06-17,"TUN","trawlers",1,1.02
35.27,13.13,2024-06-17,"TUN","trawlers",1,0.97
35.26,13.13,2024-06-16,"TUN","trawlers",1,1.03
35.26,13.16,2024-06-16,"TUN","trawlers",1,1.01
35.28,13.15,2024-06-16,"TUN","trawlers",1,2.01
35.26,13.12,2024-06-16,"TUN","trawlers",1,0.92
35.27,13.15,2024-06-16,"TUN","trawlers",1,2.05
35.27,13.12,2024-06-17,"TUN","trawlers",1,1.01
35.27,13.14,2024-06-16,"TUN","trawlers",1,3.02
35.27,13.17,2024-06-16,"TUN","trawlers",1,0.98
35.27,13.11,2024-06-16,"TUN","trawlers",1,1
35.28,13.14,2024-06-16,"TUN","trawlers",1,1
35.25,13.17,2024-06-16,"TUN","trawlers",1,1
35.21,13.1,2024-06-17,"TUN","trawlers",1,1.03
35.22,13.14,2024-06-17,"TUN","trawlers",1,0.97
35.24,13.17,2024-06-16,"TUN","trawlers",1,1
35.21,13.13,2024-06-17,"TUN","trawlers",1,1
35.22,13.18,2024-06-17,"TUN","trawlers",1,1
35.23,13.25,2024-06-18,"TUN","trawlers",1,0.98
35.23,13.22,2024-06-17,"TUN","trawlers",1,1
35.23,13.3,2024-06-18,"TUN","trawlers",1,1
35.24,13.33,2024-06-18,"TUN","trawlers",1,1
35.12,13.06,2024-06-21,"TUN","trawlers",1,2
35.13,13.06,2024-06-21,"TUN","trawlers",1,2.01
35.14,13.09,2024-06-20,"TUN","trawlers",1,0.99
35.07,13.02,2024-06-24,"TUN","trawlers",1,0.99
35.07,13.03,2024-06-24,"TUN","trawlers",1,0.99
35.08,13.06,2024-06-24,"TUN","trawlers",1,1
35.09,13.09,2024-06-24,"TUN","trawlers",1,1.01
35.1,13.05,2024-06-21,"TUN","trawlers",1,0.98
35.07,13.05,2024-06-21,"TUN","trawlers",1,0.98
35.04,13.04,2024-06-21,"TUN","trawlers",1,1.02
35.08,13.05,2024-06-21,"TUN","trawlers",1,1.01
35.05,13.04,2024-06-21,"TUN","trawlers",1,1
35.15,13.11,2024-06-20,"TUN","trawlers",1,1
35.15,13.12,2024-06-20,"TUN","trawlers",1,0.99
35.1,13.1,2024-06-24,"TUN","trawlers",1,1.01
35.07,13.1,2024-06-24,"TUN","trawlers",1,0.98
35.01,13.02,2024-06-21,"TUN","trawlers",1,1
35.02,13.03,2024-06-21,"TUN","trawlers",1,1
34.98,13.09,2024-06-24,"TUN","trawlers",1,1
34.9,13.07,2024-06-24,"TUN","trawlers",1,1.01
35.16,13.26,2024-06-20,"TUN","trawlers",1,0.99
35.15,13.24,2024-06-20,"TUN","trawlers",1,2
35.16,13.25,2024-06-20,"TUN","trawlers",1,1
35.15,13.23,2024-06-20,"TUN","trawlers",1,0.98
35.15,13.22,2024-06-20,"TUN","trawlers",1,1.02
35.16,13.27,2024-06-19,"TUN","trawlers",1,7.71
34.87,12.83,2024-06-25,"TUN","trawlers",1,1.52
34.84,12.82,2024-06-26,"TUN","trawlers",1,1.05
34.85,12.83,2024-06-25,"TUN","trawlers",1,1.01
34.83,12.81,2024-06-26,"TUN","trawlers",1,0.95
34.82,12.83,2024-06-25,"TUN","trawlers",1,1.18
34.81,12.82,2024-06-25,"TUN","trawlers",1,0.83
34.78,12.81,2024-06-25,"TUN","trawlers",1,1.04
34.77,12.77,2024-06-26,"TUN","trawlers",1,1.06
34.79,12.78,2024-06-26,"TUN","trawlers",1,0.99
34.72,12.74,2024-06-26,"TUN","trawlers",1,1.01
34.71,12.75,2024-06-26,"TUN","trawlers",1,2.01
34.72,12.76,2024-06-26,"TUN","trawlers",1,0.95
34.89,12.87,2024-06-26,"TUN","trawlers",1,1
34.85,12.97,2024-06-22,"TUN","trawlers",1,0.98
34.87,12.96,2024-06-22,"TUN","trawlers",1,1.07
34.88,12.96,2024-06-22,"TUN","trawlers",1,0.94
34.78,12.99,2024-06-22,"TUN","trawlers",1,1.02
34.72,12.99,2024-06-22,"TUN","trawlers",1,0.98
34.84,13.06,2024-06-23,"TUN","trawlers",1,1.02
35.25,13.42,2024-06-18,"TUN","trawlers",1,2
35.25,13.43,2024-06-18,"TUN","trawlers",1,1
35.25,13.38,2024-06-18,"TUN","trawlers",1,2
35.24,13.38,2024-06-18,"TUN","trawlers",1,1.01
35.23,13.42,2024-06-18,"TUN","trawlers",1,0.99
35.24,13.41,2024-06-18,"TUN","trawlers",1,1.01
35.24,13.39,2024-06-18,"TUN","trawlers",1,0.99
35.22,13.46,2024-06-18,"TUN","trawlers",1,1.01
35.21,13.48,2024-06-18,"TUN","trawlers",1,0.99
35.2,13.53,2024-06-18,"TUN","trawlers",1,1.01
35.24,13.51,2024-06-19,"TUN","trawlers",1,1
35.2,13.55,2024-06-19,"TUN","trawlers",1,1
35.19,13.62,2024-06-19,"TUN","trawlers",1,0.99
35.22,13.54,2024-06-19,"TUN","trawlers",1,0.99
35.18,13.62,2024-06-19,"TUN","trawlers",1,1
35.18,13.64,2024-06-19,"TUN","trawlers",1,1
35.17,13.66,2024-06-19,"TUN","trawlers",1,1
35.97,12.5,2024-06-26,"ITA","trawlers",1,1.48
35.95,12.54,2024-06-26,"ITA","trawlers",1,0.24
35.69,11.94,2024-06-21,"TUN","fishing",1,8.2
35.68,11.95,2024-06-20,"TUN","fishing",1,0.7
35.69,11.95,2024-06-20,"TUN","fishing",1,0.81
35.67,11.89,2024-06-21,"TUN","fishing",1,0.76
35.64,11.88,2024-06-21,"TUN","fishing",1,0.98
36.18,12.13,2024-06-19,"TUN","fishing",1,0.2
36.04,12.09,2024-06-30,"TUN","fishing",1,2.55
36.06,12.35,2024-06-19,"TUN","fishing",1,5.19
36.05,12.34,2024-06-19,"TUN","fishing",1,2.36
36.04,12.34,2024-06-19,"TUN","fishing",1,1.19
36.06,12.34,2024-06-20,"TUN","fishing",1,3.55
36.04,12.51,2024-06-28,"TUN","fishing",1,0.81
36.07,12.62,2024-06-27,"TUN","fishing",1,1.05
36.09,12.6,2024-06-27,"TUN","fishing",1,0.95
36.07,12.61,2024-06-27,"TUN","fishing",1,0.85
36.1,12.59,2024-06-28,"TUN","fishing",1,3.35
36.03,12.09,2024-06-30,"TUN","fishing",1,3.1
35.94,12.17,2024-06-29,"TUN","fishing",1,2.8
35.94,12.16,2024-06-29,"TUN","fishing",1,1.95
35.9,12.18,2024-06-29,"TUN","fishing",1,3.03
35.95,12.18,2024-06-28,"TUN","fishing",1,0.6
35.9,12.15,2024-06-29,"TUN","fishing",1,1.01
35.9,12.16,2024-06-29,"TUN","fishing",1,1.99
35.87,12.15,2024-06-30,"TUN","fishing",1,2
35.86,12.14,2024-06-30,"TUN","fishing",1,0.65
35.88,12.15,2024-06-30,"TUN","fishing",1,1.05
35.68,11.96,2024-06-20,"TUN","fishing",1,1.99
35.69,11.96,2024-06-20,"TUN","fishing",1,2.47
36.03,12.35,2024-06-19,"TUN","fishing",1,0.8
35.94,12.36,2024-06-17,"TUN","fishing",1,1.9
35.94,12.37,2024-06-17,"TUN","fishing",1,0.81
35.92,12.54,2024-06-17,"TUN","fishing",1,0.2
35.92,12.53,2024-06-17,"TUN","fishing",1,0.65
36.02,12.61,2024-06-26,"TUN","fishing",1,0.55
36.02,12.6,2024-06-26,"TUN","fishing",1,3.3
35.54,13.18,2024-06-18,"TUN","fishing",1,2.05
35.52,13.19,2024-06-18,"TUN","fishing",1,1.05
35.53,13.19,2024-06-18,"TUN","fishing",1,0.95
35.51,13.19,2024-06-18,"TUN","fishing",1,6.25
